2010-07-18,0.09
2010-07-28,0.06
2010-08-07,0.06
2010-08-17,0.07
2010-08-27,0.07
2010-09-06,0.06
2010-09-16,0.06
2010-09-26,0.06
2010-10-06,0.06
2010-10-16,0.1
2010-10-26,0.15
2010-11-05,0.26
2010-11-15,0.27
2010-11-25,0.28
2010-12-05,0.19
2010-12-15,0.24
2010-12-25,0.25
2011-01-04,0.3
2011-01-14,0.4
2011-01-24,0.42
2011-02-03,0.69
2011-02-13,1.05
2011-02-23,0.9
2011-03-05,0.91
2011-03-15,0.87
2011-03-25,0.88
2011-04-04,0.68
2011-04-14,1
2011-04-24,1.63
2011-05-04,3.41
2011-05-14,7.2
2011-05-24,7.42
2011-06-03,14.29
2011-06-13,19.84
2011-06-23,17.51
2011-07-03,15.44
2011-07-13,13.95
2011-07-23,13.68
2011-08-02,12.05
2011-08-12,9.46
2011-08-22,10.9
2011-09-01,8.21
2011-09-11,5.86
2011-09-21,5.61
2011-10-01,5.03
2011-10-11,3.93
2011-10-21,2.57
2011-10-31,3.25
2011-11-10,2.84
2011-11-20,2.2
2011-11-30,2.97
2011-12-10,3.05
2011-12-20,3.95
2011-12-30,4.25
2012-01-09,6.33
2012-01-19,6.36
2012-01-29,5.38
2012-02-08,5.6
2012-02-18,4.22
2012-02-28,4.87
2012-03-09,4.86
2012-03-19,4.69
2012-03-29,4.81
2012-04-08,4.79
2012-04-18,5.12
2012-04-28,4.98
2012-05-08,5.05
2012-05-18,5.12
2012-05-28,5.14
2012-06-07,5.59
2012-06-17,6.16
2012-06-27,6.65
2012-07-07,6.76
2012-07-17,8.8
2012-07-27,8.9
2012-08-06,10.86
2012-08-16,13.5
2012-08-26,10.61
2012-09-05,11
2012-09-15,11.75
2012-09-25,12.2
2012-10-05,12.69
2012-10-15,11.84
2012-10-25,10.86
2012-11-04,10.8
2012-11-14,10.95
2012-11-24,12.41
2012-12-04,13.41
2012-12-14,13.6
2012-12-24,13.38
2013-01-03,13.4
2013-01-13,14.12
2013-01-23,17.5
2013-02-02,19.63
2013-02-12,25.17
2013-02-22,30.25
2013-03-02,34.25
2013-03-04,36.152
2013-03-06,41.0201
2013-03-08,44.18
2013-03-10,46
2013-03-12,44.2899
2013-03-14,47.1696
2013-03-16,47.0002
2013-03-18,51.6
2013-03-20,64.4888
2013-03-22,69.865
2013-03-24,71.5
2013-03-26,78.5
2013-03-28,86.18
2013-03-30,92.19
2013-04-01,104
2013-04-03,135
2013-04-05,142.3236
2013-04-07,162.301
2013-04-09,230
2013-04-11,124.9
2013-04-13,93
2013-04-15,82.386
2013-04-17,93.07
2013-04-19,118.48
2013-04-21,119.2
2013-04-23,143.475
2013-04-25,141.71
2013-04-27,128.0001
2013-04-29,143.9999
2013-05-01,116.38
2013-05-03,98.1
2013-05-05,115.98
2013-05-07,109.6001
2013-05-09,112.799
2013-05-11,115.64
2013-05-13,117.9797
2013-05-15,114.22
2013-05-17,123.5
2013-05-19,122.5
2013-05-21,122.89
2013-05-23,126.3
2013-05-25,131.986
2013-05-27,129.77
2013-05-29,132.25
2013-05-31,128.8151
2013-06-02,122.5
2013-06-04,121.4
2013-06-06,118.9699
2013-06-08,107.8924
2013-06-10,106.35
2013-06-12,108.7759
2013-06-14,100
2013-06-16,99.9
2013-06-18,107.35
2013-06-20,111.29
2013-06-22,108.2
2013-06-24,102.09
2013-06-26,104
2013-06-28,94.66
2013-06-30,97.51
2013-07-02,87.6562
2013-07-04,77.685
2013-07-06,66.855
2013-07-08,74.56
2013-07-10,84.515
2013-07-12,88.465
2013-07-14,90.3713
2013-07-16,92.7415
2013-07-18,85.4298
2013-07-20,85.6675
2013-07-22,86.0862
2013-07-24,87.4575
2013-07-26,90.6325
2013-07-28,92.1
2013-07-30,96.31
2013-08-01,96.4175
2013-08-03,96.66
2013-08-05,96.92
2013-08-07,96.92
2013-08-09,93.36
2013-08-11,94.1625
2013-08-13,97.9021
2013-08-15,97.545
2013-08-17,99.565
2013-08-19,102.2997
2013-08-21,111.445
2013-08-23,107.5475
2013-08-25,111.795
2013-08-27,117.4461
2013-08-29,117.5227
2013-08-31,129.46
2013-09-02,127.3648
2013-09-04,120.5738
2013-09-06,116.321
2013-09-08,116.595
2013-09-10,121.458
2013-09-12,125.7598
2013-09-14,124.0813
2013-09-16,125.0618
2013-09-18,126.3045
2013-09-20,122.9008
2013-09-22,122.651
2013-09-24,122.5383
2013-09-26,123.4763
2013-09-28,124.7483
2013-09-30,123.0983
2013-10-02,99.8135
2013-10-04,121.2945
2013-10-06,121.6828
2013-10-08,124.3182
2013-10-10,125.6982
2013-10-12,126.5232
2013-10-14,133.0355
2013-10-16,137.4188
2013-10-18,149.5947
2013-10-20,163.0632
2013-10-22,183.8648
2013-10-24,183.1482
2013-10-26,175.9008
2013-10-28,187.8683
2013-10-30,194.5493
2013-11-01,198.5098
2013-11-03,207.6335
2013-11-05,239.29
2013-11-07,283.3023
2013-11-09,336.1358
2013-11-11,332.6263
2013-11-13,393.2795
2013-11-15,409.1675
2013-11-17,476.295
2013-11-19,541.8257
2013-11-21,695.8668
2013-11-23,776.6998
2013-11-25,778.6753
2013-11-27,948.4088
2013-11-29,1120.3971
2013-12-01,946.9237
2013-12-03,1068.6675
2013-12-05,1042.0267
2013-12-07,694.4709
2013-12-09,898.0222
2013-12-11,883.2617
2013-12-13,898.2112
2013-12-15,879.4692
2013-12-17,683.8408
2013-12-19,698.4503
2013-12-21,608.9638
2013-12-23,673.1677
2013-12-25,687.3557
2013-12-27,746.7232
2013-12-29,745.0712
2013-12-31,757.4953
2014-01-02,808.0485
2014-01-04,858.9833
2014-01-06,951.3865
2014-01-08,859.9485
2014-01-10,884.6667
2014-01-12,873.2635
2014-01-14,851.828
2014-01-16,847.3735
2014-01-18,843.7583
2014-01-20,871.0483
2014-01-22,863.95
2014-01-24,825.1221
2014-01-26,880.1523
2014-01-28,833.9395
2014-01-30,845.8467
2014-02-01,853.0164
2014-02-03,846.9048
2014-02-05,820.867
2014-02-07,703.567
2014-02-09,681.9371
2014-02-11,669.4418
2014-02-13,598.4075
2014-02-15,645.43
2014-02-17,621.494
2014-02-19,617.71
2014-02-21,569.0425
2014-02-23,604.5823
2014-02-25,534.7108
2014-02-27,576.698
2014-03-01,563.7358
2014-03-03,661.1225
2014-03-05,661.7858
2014-03-07,625.8278
2014-03-09,633.1825
2014-03-11,628.9543
2014-03-13,638.165
2014-03-15,633.6652
2014-03-17,621.2225
2014-03-19,608.8157
2014-03-21,570.7705
2014-03-23,561.3534
2014-03-25,582.2802
2014-03-27,478.1595
2014-03-29,493.1803
2014-03-31,458.4972
2014-04-02,437.515
2014-04-04,448.8792
2014-04-06,460.7028
2014-04-08,450.4638
2014-04-10,360.8407
2014-04-12,420.66
2014-04-14,457.6338
2014-04-16,529.1625
2014-04-18,478.2312
2014-04-20,497.3177
2014-04-22,484.429
2014-04-24,500.2568
2014-04-26,456.1395
2014-04-28,437.0587
2014-04-30,445.8655
2014-05-02,446.6438
2014-05-04,434.0643
2014-05-06,426.992
2014-05-08,435.343
2014-05-10,452.7108
2014-05-12,438.4278
2014-05-14,441.7498
2014-05-16,445.0133
2014-05-18,444.809
2014-05-20,485.8305
2014-05-22,526.0577
2014-05-24,525.6332
2014-05-26,581.8267
2014-05-28,574.4547
2014-05-30,616.47
2014-06-01,629.0242
2014-06-03,665.73
2014-06-05,656.0598
2014-06-07,652.7083
2014-06-09,645.341
2014-06-11,627.9098
2014-06-13,597.4267
2014-06-15,591.9718
2014-06-17,607.3427
2014-06-19,592.2648
2014-06-21,591.0298
2014-06-23,587.4598
2014-06-25,562.1263
2014-06-27,600.8645
2014-06-29,598.6032
2014-07-01,635.5905
2014-07-03,640.6879
2014-07-05,628.3313
2014-07-07,617.9918
2014-07-09,620.5496
2014-07-11,631.1804
2014-07-13,627.5759
2014-07-15,619.3558
2014-07-17,622.6234
2014-07-19,625.8011
2014-07-21,620.0103
2014-07-23,617.9274
2014-07-25,599.928
2014-07-27,590.9454
2014-07-29,582.2034
2014-07-31,581.3501
2014-08-02,587.2878
2014-08-04,586.7639
2014-08-06,583.0355
2014-08-08,590.5324
2014-08-10,589.45
2014-08-12,568.2099
2014-08-14,508.5536
2014-08-16,519.8314
2014-08-18,460.6719
2014-08-20,511.9259
2014-08-22,513.9419
2014-08-24,508.5735
2014-08-26,513.4704
2014-08-28,507.0154
2014-08-30,501.2031
2014-09-01,474.1346
2014-09-03,474.537
2014-09-05,480.501
2014-09-07,479.4833
2014-09-09,471.5576
2014-09-11,476.3349
2014-09-13,477.0861
2014-09-15,471.3586
2014-09-17,454.9143
2014-09-19,391.9439
2014-09-21,396.567
2014-09-23,435.3779
2014-09-25,408.7985
2014-09-27,398.3571
2014-09-29,374.7344
2014-10-01,381.3324
2014-10-03,356.5566
2014-10-05,319.6406
2014-10-07,334.0911
2014-10-09,363.7751
2014-10-11,359.2029
2014-10-13,388.377
2014-10-15,391.8433
2014-10-17,380.4216
2014-10-19,386.5889
2014-10-21,382.377
2014-10-23,355.8614
2014-10-25,346.1126
2014-10-27,348.9613
2014-10-29,333.3788
2014-10-31,336.7995
2014-11-02,323.7426
2014-11-04,328.2833
2014-11-06,348.235
2014-11-08,344.034
2014-11-10,365.2897
2014-11-12,427.2403
2014-11-14,398.4273
2014-11-16,388.5542
2014-11-18,372.377
2014-11-20,356.1388
2014-11-22,352.0417
2014-11-24,375.2355
2014-11-26,368.5104
2014-11-28,375.8489
2014-11-30,377.0901
2014-12-02,381.5364
2014-12-04,369.155
2014-12-06,374.0196
2014-12-08,360.9419
2014-12-10,344.6171
2014-12-12,350.9412
2014-12-14,351.1439
2014-12-16,326.0815
2014-12-18,310.7458
2014-12-20,329.5742
2014-12-22,330.6709
2014-12-24,321.8843
2014-12-26,327.1582
2014-12-28,316.7959
2014-12-30,309.8708
2015-01-01,313.9247
2015-01-03,279.8507
2015-01-05,272.9486
2015-01-07,294.8778
2015-01-09,288.8441
2015-01-11,265.3692
2015-01-13,226.9823
2015-01-15,210.4636
2015-01-17,199.625
2015-01-19,213.9783
2015-01-21,225.9816
2015-01-23,232.9673
2015-01-25,254.5073
2015-01-27,262.0605
2015-01-29,232.4048
2015-01-31,216.9137
2015-02-02,237.5409
2015-02-04,226.7291
2015-02-06,222.4823
2015-02-08,222.8677
2015-02-10,220.0829
2015-02-12,221.8513
2015-02-14,257.4741
2015-02-16,233.5618
2015-02-18,236.2137
2015-02-20,243.7756
2015-02-22,235.5299
2015-02-24,238.7601
2015-02-26,236.0951
2015-02-28,253.5283
2015-03-02,271.3525
2015-03-04,271.9222
2015-03-06,272.2111
2015-03-08,274.4754
2015-03-10,290.512
2015-03-12,293.8671
2015-03-14,281.3615
2015-03-16,290.3763
2015-03-18,255.3662
2015-03-20,260.838
2015-03-22,267.7968
2015-03-24,245.4422
2015-03-26,247.648
2015-03-28,252.252
2015-03-30,246.852
2015-04-01,246.5548
2015-04-03,253.5439
2015-04-05,259.9451
2015-04-07,252.7965
2015-04-09,243.2604
2015-04-11,236.117
2015-04-13,223.4056
2015-04-15,223.5659
2015-04-17,222.2325
2015-04-19,221.6913
2015-04-21,235.815
2015-04-23,235.5616
2015-04-25,225.8529
2015-04-27,228.4994
2015-04-29,225.9764
2015-05-01,232.1241
2015-05-03,240.1203
2015-05-05,236.5532
2015-05-07,237.7829
2015-05-09,240.4825
2015-05-11,241.8539
2015-05-13,235.7981
2015-05-15,237.3101
2015-05-17,236.0996
2015-05-19,231.9434
2015-05-21,235.3048
2015-05-23,239.0331
2015-05-25,237.4879
2015-05-27,237.1847
2015-05-28,237.47
2015-05-29,237.1
2015-05-30,233.29
2015-05-31,230
2015-06-01,223.31
2015-06-02,225.75
2015-06-03,225.65
2015-06-04,224.37
2015-06-05,225.04
2015-06-06,225.68
2015-06-07,223.39
2015-06-08,228.65
2015-06-09,229.33
2015-06-10,228.95
2015-06-11,230.02
2015-06-12,230.2
2015-06-13,232.75
2015-06-14,233.85
2015-06-15,237.31
2015-06-16,250.9
2015-06-17,249.17
2015-06-18,248.87
2015-06-19,243.55
2015-06-20,245.26
2015-06-21,244.01
2015-06-22,246.77
2015-06-23,243.99
2015-06-24,240.22
2015-06-25,242.42
2015-06-26,242.64
2015-06-27,250.71
2015-06-28,248.07
2015-06-29,256.49
2015-06-30,262.48
2015-07-01,257.66
2015-07-02,254.35
2015-07-03,255.6
2015-07-04,260.35
2015-07-05,271.02
2015-07-06,268.49
2015-07-07,264.96
2015-07-08,269.65
2015-07-09,268.11
2015-07-10,283.88
2015-07-11,291.69
2015-07-12,309.98
2015-07-13,290.88
2015-07-14,286.19
2015-07-15,283.82
2015-07-16,277.83
2015-07-17,278.49
2015-07-18,274.49
2015-07-19,272.49
2015-07-20,278.41
2015-07-21,275.1
2015-07-22,276.62
2015-07-23,275.63
2015-07-24,287.97
2015-07-25,288.13
2015-07-26,291.64
2015-07-27,292.73
2015-07-28,293.79
2015-07-29,288.77
2015-07-30,287.29
2015-07-31,283.94
2015-08-01,280.04
2015-08-02,281.65
2015-08-03,280.48
2015-08-04,284.5
2015-08-05,281.38
2015-08-06,278.25
2015-08-07,279.03
2015-08-08,260.2
2015-08-09,264.44
2015-08-10,263.76
2015-08-11,270.92
2015-08-12,265.64
2015-08-13,263.34
2015-08-14,264.87
2015-08-15,260.73
2015-08-16,257.67
2015-08-17,256.98
2015-08-18,219
2015-08-19,225.39
2015-08-20,234.69
2015-08-21,231.94
2015-08-22,229.74
2015-08-23,227.59
2015-08-24,209.13
2015-08-25,221.71
2015-08-26,225.38
2015-08-27,224.26
2015-08-28,230.98
2015-08-29,229.76
2015-08-30,228.61
2015-08-31,230.02
2015-09-01,227.35
2015-09-02,228.86
2015-09-03,226.76
2015-09-04,230.09
2015-09-05,234.68
2015-09-06,239.44
2015-09-07,240.02
2015-09-08,243.55
2015-09-09,238.29
2015-09-10,238.59
2015-09-11,240.08
2015-09-12,234.82
2015-09-13,230.33
2015-09-14,230.24
2015-09-15,229.92
2015-09-16,228.8
2015-09-17,232.79
2015-09-18,232.72
2015-09-19,231.24
2015-09-20,230.86
2015-09-21,226.61
2015-09-22,230.52
2015-09-23,229.96
2015-09-24,234.28
2015-09-25,234.84
2015-09-26,234.21
2015-09-27,232.85
2015-09-28,239.34
2015-09-29,236.62
2015-09-30,236.25
2015-10-01,237.57
2015-10-02,237.4
2015-10-03,239.09
2015-10-04,238.69
2015-10-05,240.59
2015-10-06,246.42
2015-10-07,243.27
2015-10-08,242.69
2015-10-09,244.32
2015-10-10,245.33
2015-10-11,247.53
2015-10-12,245.59
2015-10-13,249.94
2015-10-14,252.59
2015-10-15,254.81
2015-10-16,262.94
2015-10-17,271.2
2015-10-18,262.9
2015-10-19,264.42
2015-10-20,270.22
2015-10-21,267.33
2015-10-22,274.41
2015-10-23,277.46
2015-10-24,282.66
2015-10-25,283.07
2015-10-26,286.13
2015-10-27,294.4
2015-10-28,303.89
2015-10-29,313.59
2015-10-30,326
2015-10-31,312.43
2015-11-01,325.08
2015-11-02,359.35
2015-11-03,400.71
2015-11-04,408.74
2015-11-05,387.51
2015-11-06,374.95
2015-11-07,384.8
2015-11-08,373.49
2015-11-09,380.04
2015-11-10,337.93
2015-11-11,312.58
2015-11-12,336.86
2015-11-13,337.29
2015-11-14,333.55
2015-11-15,319.93
2015-11-16,331.59
2015-11-17,335.77
2015-11-18,334.97
2015-11-19,326.31
2015-11-20,321.99
2015-11-21,327.17
2015-11-22,324.34
2015-11-23,323.26
2015-11-24,320.16
2015-11-25,328.98
2015-11-26,353.3
2015-11-27,358.18
2015-11-28,357.66
2015-11-29,371.86
2015-11-30,376.91
2015-12-01,362.73
2015-12-02,359.43
2015-12-03,361.31
2015-12-04,363.48
2015-12-05,388.86
2015-12-06,388.46
2015-12-07,395.86
2015-12-08,418.14
2015-12-09,418.04
2015-12-10,415.25
2015-12-11,453.9
2015-12-12,435.9
2015-12-13,433.54
2015-12-14,443.84
2015-12-15,465.5
2015-12-16,455.37
2015-12-17,455.99
2015-12-18,463.84
2015-12-19,462.23
2015-12-20,442.5
2015-12-21,437.76
2015-12-22,435.5
2015-12-23,442.84
2015-12-24,454.85
2015-12-25,455.31
2015-12-26,417.22
2015-12-27,422.52
2015-12-28,421.26
2015-12-29,432.62
2015-12-30,426.14
2015-12-31,430.05
2016-01-01,434.46
2016-01-02,433.59
2016-01-03,430.36
2016-01-04,433.49
2016-01-05,432.25
2016-01-06,429.46
2016-01-07,458.28
2016-01-08,453.37
2016-01-09,449.14
2016-01-10,448.96
2016-01-11,448.38
2016-01-12,432.88
2016-01-13,432.04
2016-01-14,429.73
2016-01-15,358.77
2016-01-16,387.66
2016-01-17,380.21
2016-01-18,385.84
2016-01-19,377.74
2016-01-20,418.74
2016-01-21,409.94
2016-01-22,381.76
2016-01-23,386.19
2016-01-24,402.61
2016-01-25,390.66
2016-01-26,391.43
2016-01-27,394.63
2016-01-28,379.38
2016-01-29,378.2
2016-01-30,376.94
2016-01-31,367.13
2016-02-01,371.25
2016-02-02,372.88
2016-02-03,368.93
2016-02-04,388.61
2016-02-05,385.34
2016-02-06,375.4
2016-02-07,375.28
2016-02-08,371.1
2016-02-09,373.32
2016-02-10,379.96
2016-02-11,377.72
2016-02-12,383.13
2016-02-13,392.18
2016-02-14,406.74
2016-02-15,399.48
2016-02-16,407.36
2016-02-17,415.56
2016-02-18,421.64
2016-02-19,420.33
2016-02-20,436.52
2016-02-21,438.98
2016-02-22,438.07
2016-02-23,419.98
2016-02-24,424.36
2016-02-25,423.52
2016-02-26,432.06
2016-02-27,432.14
2016-02-28,432.64
2016-02-29,436.61
2016-03-01,433.64
2016-03-02,421.6
2016-03-03,419.47
2016-03-04,407.98
2016-03-05,397.83
2016-03-06,404.55
2016-03-07,412.98
2016-03-08,411.76
2016-03-09,412.62
2016-03-10,416.16
2016-03-11,419.89
2016-03-12,410.13
2016-03-13,412.29
2016-03-14,415.09
2016-03-15,415.38
2016-03-16,416.25
2016-03-17,418.45
2016-03-18,408.04
2016-03-19,408.52
2016-03-20,410.75
2016-03-21,411.42
2016-03-22,416.93
2016-03-23,417.39
2016-03-24,414.34
2016-03-25,415.69
2016-03-26,416.73
2016-03-27,425.38
2016-03-28,422.76
2016-03-29,415.55
2016-03-30,412.69
2016-03-31,415.16
2016-04-01,417.01
2016-04-02,419.69
2016-04-03,419.38
2016-04-04,419.42
2016-04-05,422.65
2016-04-06,421.7
2016-04-07,421.2
2016-04-08,418.09
2016-04-09,418.42
2016-04-10,421.11
2016-04-11,422.99
2016-04-12,425.99
2016-04-13,424.4
2016-04-14,425.11
2016-04-15,429.98
2016-04-16,430.84
2016-04-17,427.86
2016-04-18,429.05
2016-04-19,436.1
2016-04-20,442.16
2016-04-21,451.1
2016-04-22,447.64
2016-04-23,452.58
2016-04-24,460.33
2016-04-25,462.51
2016-04-26,467.8
2016-04-27,445.01
2016-04-28,449.86
2016-04-29,456.35
2016-04-30,449.33
2016-05-01,453.04
2016-05-02,444.51
2016-05-03,450.27
2016-05-04,446.96
2016-05-05,448.53
2016-05-06,460.37
2016-05-07,459.46
2016-05-08,459.44
2016-05-09,461.49
2016-05-10,450.99
2016-05-11,452.11
2016-05-12,454.82
2016-05-13,455.73
2016-05-14,455.75
2016-05-15,457.85
2016-05-16,453.41
2016-05-17,452.75
2016-05-18,453.38
2016-05-19,436.73
2016-05-20,442.95
2016-05-21,443.13
2016-05-22,438.77
2016-05-23,443.73
2016-05-24,445.13
2016-05-25,449.23
2016-05-26,453.82
2016-05-27,473.47
2016-05-28,525.43
2016-05-29,524.08
2016-05-30,532.59
2016-05-31,531.8
2016-06-01,536.42
2016-06-02,538.14
2016-06-03,570.47
2016-06-04,573.45
2016-06-05,574.11
2016-06-06,585.53
2016-06-07,577.86
2016-06-08,583.1
2016-06-09,576.45
2016-06-10,579.13
2016-06-11,611.78
2016-06-12,675.34
2016-06-13,705.62
2016-06-14,685.99
2016-06-15,696.32
2016-06-16,768.24
2016-06-17,747.55
2016-06-18,755.68
2016-06-19,764.04
2016-06-20,727.95
2016-06-21,665.88
2016-06-22,602.89
2016-06-23,625.49
2016-06-24,665.16
2016-06-25,665.33
2016-06-26,630.25
2016-06-27,658.4
2016-06-28,646.3
2016-06-29,639.08
2016-06-30,672.48
2016-07-01,676.52
2016-07-02,703.69
2016-07-03,659.69
2016-07-04,681.63
2016-07-05,668.09
2016-07-06,676.11
2016-07-07,639.76
2016-07-08,664.74
2016-07-09,650.63
2016-07-10,649.96
2016-07-11,649.03
2016-07-12,664.84
2016-07-13,653.93
2016-07-14,659.64
2016-07-15,664.88
2016-07-16,663.54
2016-07-17,679.05
2016-07-18,673.59
2016-07-19,673.84
2016-07-20,666.18
2016-07-21,665.1
2016-07-22,650.82
2016-07-23,654.86
2016-07-24,661.05
2016-07-25,655.13
